Month,Adj Close,Close,High,Low,Open,Volume
,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X
2017-01-31,0.7563869898969476,0.7563869898969476,0.7595561011271044,0.7544189285148274,0.756413305347616,0.0
2017-02-28,0.7633346349000931,0.7633346349000931,0.7653924226760864,0.761229881644249,0.7633324295282364,0.0
2017-03-31,0.7474802473317022,0.7474802473317022,0.748892068862915,0.7456143265185149,0.7474755774373594,0.0
2017-04-30,0.7451249420642853,0.7451249420642853,0.7469531178474427,0.7429837167263031,0.7451487600803375,0.0
2017-05-31,0.7349398447119672,0.7349398447119672,0.7370757486509241,0.7330884389255358,0.7349465022916379,0.0
2017-06-30,0.7510325773195787,0.7510325773195787,0.7537655911662362,0.7497911778363314,0.751053820956837,0.0
2017-07-31,0.7867415517568588,0.7867415517568588,0.7900083303451538,0.7847185254096984,0.7867587924003601,0.0
2017-08-31,0.793210726717244,0.793210726717244,0.7954459553179534,0.7907799326855204,0.7932012288466744,0.0
2017-09-30,0.813479429199582,0.813479429199582,0.8169154496419997,0.811207978498368,0.8134373227755228,0.0
2017-10-31,0.7950624417174946,0.7950624417174946,0.7964343482797797,0.792084975676103,0.7950577302412554,0.0
2017-11-30,0.7833603932743981,0.7833603932743981,0.7853884753726778,0.7813299667267573,0.7833587271826608,0.0
2017-12-31,0.7826267168635413,0.7826267168635413,0.7858039197467622,0.780879469144912,0.7826228879746937,0.0
2018-01-31,0.8035757515741431,0.8035757515741431,0.8066814127175704,0.8015430310498113,0.8035265906997349,0.0
2018-02-28,0.7962799340486526,0.7962799340486526,0.7978724718093873,0.7928282856941223,0.796243640780449,0.0
2018-03-31,0.7736554823138497,0.7736554823138497,0.7761175036430359,0.7712768451734022,0.7736512178724463,0.0
2018-04-30,0.7854995954604376,0.7854995954604376,0.7877112939244225,0.7831530088470096,0.7854848362150646,0.0
2018-05-31,0.777429215286089,0.777429215286089,0.7800039985905522,0.7743819148644157,0.7774094498675802,0.0
2018-06-30,0.7622932763326735,0.7622932763326735,0.7642091654595875,0.7596245209376017,0.7622935516493661,0.0
2018-07-31,0.7611800540577282,0.7611800540577282,0.7633583030917428,0.759236064824191,0.761149525642395,0.0
2018-08-31,0.7670515153719031,0.7670515153719031,0.7689373337704203,0.7648613971212636,0.7670480583025061,0.0
2018-09-30,0.7667472630739212,0.7667472630739212,0.7686559796333313,0.7650903463363647,0.7667275875806808,0.0
2018-10-31,0.7693103007648302,0.7693103007648302,0.7708349331565525,0.76735425254573,0.7692871948947078,0.0
2018-11-30,0.7579191760583357,0.7579191760583357,0.759451603347605,0.7559052109718323,0.7579259682785381,0.0
2018-12-31,0.7445022208350045,0.7445022208350045,0.7462445156914848,0.7418992292313349,0.7444573584057036,0.0
2019-01-31,0.7508426567782527,0.7508426567782527,0.7536726412565812,0.7488813348438429,0.7508344131967296,0.0
2019-02-28,0.7574547976255417,0.7574547976255417,0.7590151578187943,0.7553016424179078,0.7574162602424621,0.0
2019-03-31,0.7487364354587737,0.7487364354587737,0.750224042506445,0.7465781881695702,0.7486581234704881,0.0
2019-04-30,0.7477025498043407,0.7477025498043407,0.7490359165451743,0.74590280381116,0.7476410080086101,0.0
2019-05-31,0.743034996769645,0.743034996769645,0.7444407316771421,0.7416236969557676,0.7429987571456216,0.0
2019-06-30,0.7518730103969574,0.7518730103969574,0.7539030820131302,0.7509854435920715,0.7518897980451584,0.0
2019-07-31,0.7635680514833202,0.7635680514833202,0.7648628690968389,0.7620042977125748,0.763501094735187,0.0
2019-08-31,0.7537796388972889,0.7537796388972889,0.7552046965469014,0.7517776651815935,0.7537551847371188,0.0
2019-09-30,0.7551551517986116,0.7551551517986116,0.7564176576478141,0.7534144691058567,0.7551110528764271,0.0
